,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
The top Brands in 2019,,,,,
,,,,,
Rank,Brand,Product Category,Points,,
544,Chicken Licken,Retail,4.6,,
544,Ol Pejeta Conservancy,"Non-profit, public sector & education",4.6,,
544,Beano,Media & Publishing,4.6,,
544,Ghadi Detergent,Household & Domestic,4.6,,
544,Aashirvaad,Food,4.6,,
544,MakeMyTrip,Transport & Tourism,4.6,,
544,Nestaway.com,Business & Industrial,4.6,,
544,Bournvita,Soft Drinks,4.6,,
544,Project Nanhi Kali,"Non-profit, public sector & education",4.6,,
544,Big Bazaar,Retail,4.6,,
544,Sonata ACT,Clothing & Accessories,4.6,,
544,Hamam,Toiletries & Cosmetics,4.6,,
544,Lipton,Soft Drinks,4.6,,
544,Bingo! Potato Chips,Food,4.6,,
544,Brooke Bond Red Label,Soft Drinks,4.6,,
544,The Akanksha Foundation,"Non-profit, public sector & education",4.6,,
544,Bharat Banking,Financial Services,4.6,,
544,Stayfree,Toiletries & Cosmetics,4.6,,
562,Sparkasse,Financial Services,4.5,,
562,MometaHEXAL,Pharma & Healthcare,4.5,,
562,Netto Marken-Discount,Retail,4.5,,
